time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,carts_mem,carts-db_mem,cartservice_mem,catalogue_mem,catalogue-db_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,front-end_mem,frontend_mem,frontend-check_mem,orders_mem,orders-db_mem,payment_mem,paymentservice_mem,productcatalogservice_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,recommendationservice_mem,redis_mem,session-db_mem,shipping_mem,shippingservice_mem,user_mem,user-db_mem,adservice_diskio,redis_diskio,adservice_socket,carts_socket,carts-db_socket,cartservice_socket,catalogue_socket,catalogue-db_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,front-end_socket,frontend_socket,frontend-check_socket,orders_socket,orders-db_socket,payment_socket,paymentservice_socket,productcatalogservice_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,recommendationservice_socket,redis_socket,session-db_socket,shipping_socket,shippingservice_socket,user_socket,user-db_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732363288,1.4440687043266442,1.0517368880434184,0.13362448050744485,3.574912047212047,0.14642872063968035,4.02360033110565,0.12512797283417504,1.8961246865092516,1.2976925092739224,0.5084071563125465,0.07926743166645675,86765568,336535552,115630080,40173568,10792960,407928832,8355840,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23625728,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,5967872,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.396,9.995,0.267,33.448,0.267,4.933,5.194,0.2,54.041,6.996,2.266,0,0,0,0.003150351512733833,0.0035129279669701323,0.041249763933479226,0.003071482209019247,0.003,0.03685609416273911,0.007114765029669833,0.00038855886956911084,0.00735934711437892,0.000499927906023381,0.004870632722920899,0.007550408508806797,0.15250141639912457,0.004743920970198435,0.004600000000000001,0.06393000707261086,0.009422953005933966,0.003884710309004951,0.009471869422875784,0.00419988461636355
1732363289,1.4440687043266442,1.0679970554477363,0.13362448050744485,3.574912047212047,0.14642872063968035,4.02360033110565,0.12512797283417504,1.8961246865092516,1.2976925092739224,0.40179471685616597,0.07926743166645675,86765568,336535552,115630080,40591360,10792960,407928832,8355840,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23625728,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,5967872,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.396,9.995,0.267,33.448,0.267,5.2,5.194,0.2,54.041,6.996,2.266,0,0,0,0.003150351512733833,0.0035129279669701323,0.041249763933479226,0.003071482209019247,0.003,0.03678894255516363,0.007105485747733434,0.00038855886956911084,0.00735934711437892,0.000499927906023381,0.004870632722920899,0.007550408508806797,0.15250141639912457,0.004743920970198435,0.004600000000000001,0.06011704508816743,0.009421097149546687,0.003884710309004951,0.009471869422875784,0.00419988461636355
1732363290,1.4440687043266442,1.0679970554477363,0.13362448050744485,3.574912047212047,0.14642872063968035,4.02360033110565,0.09246631951212708,1.8961246865092516,1.2976925092739224,0.41029390176253544,0.07926743166645675,86765568,336535552,115630080,40591360,10792960,407928832,8355840,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23625728,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,5967872,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.396,9.995,0.267,33.448,0.267,5.2,5.194,0.2,54.041,6.996,2.866,0,0,0,0.003150351512733833,0.0035129279669701323,0.041249763933479226,0.003071482209019247,0.003,0.03678894255516363,0.007096146586520313,0.00038855886956911084,0.00735934711437892,0.000495544470724315,0.004870632722920899,0.007550408508806797,0.15250141639912457,0.004743920970198435,0.004600000000000001,0.06011704508816743,0.009419229317304061,0.003884710309004951,0.009471869422875784,0.004192741796608099
1732363291,1.4440687043266442,1.0679970554477363,0.13362448050744485,3.574912047212047,0.14642872063968035,4.02360033110565,0.10778454314824652,1.8961246865092516,1.2976925092739224,0.41879308666890497,0.07926743166645675,86765568,336535552,115630080,40591360,10792960,407928832,8355840,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,5967872,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.396,9.995,0.267,33.448,0.267,5.2,5.194,0.2,54.041,6.996,2.866,0,0,0,0.003150351512733833,0.0035129279669701323,0.041249763933479226,0.003071482209019247,0.003,0.03678894255516363,0.007086746964552184,0.00038855886956911084,0.00735934711437892,0.000495544470724315,0.004870632722920899,0.007550408508806797,0.15250141639912457,0.004743920970198435,0.004600000000000001,0.06011704508816743,0.009417349392910439,0.003884710309004951,0.009471869422875784,0.004192741796608099
1732363292,1.4440687043266442,1.0679970554477363,0.1428806001490212,3.574912047212047,0.14642872063968035,4.02360033110565,0.10778454314824652,1.8961246865092516,1.2976925092739224,0.42729227157527455,0.08769289502577368,86765568,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.396,9.995,0.267,33.448,0.267,5.2,5.194,0.2,54.041,6.996,2.866,0,0,0,0.003150351512733833,0.0035129279669701323,0.041249763933479226,0.003071482209019247,0.003,0.03678894255516363,0.007077286292797459,0.00038855886956911084,0.00735934711437892,0.000495544470724315,0.004870632722920899,0.007550408508806797,0.15250141639912457,0.004743920970198435,0.004600000000000001,0.06011704508816743,0.009415457258559492,0.003884710309004951,0.009471869422875784,0.004192741796608099
1732363293,1.5063217123110155,1.0679970554477363,0.08099238435402925,3.574912047212047,0.14642872063968035,4.02360033110565,0.10778454314824652,1.8961246865092516,1.22822873869586,0.5099510943821712,0.08769289502577368,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.396,9.995,0.267,33.448,0.267,5.2,5.194,0.2,54.041,6.996,2.866,0,0,0,0.003150351512733833,0.0035129279669701323,0.041249763933479226,0.003071482209019247,0.003,0.03678894255516363,0.007067763974548191,0.00038855886956911084,0.00735934711437892,0.000495544470724315,0.004870632722920899,0.007550408508806797,0.15250141639912457,0.004743920970198435,0.0046,0.06011704508816743,0.009413552794909638,0.003884710309004951,0.009471869422875784,0.004192741796608099
1732363294,1.5063217123110155,1.0679970554477363,0.0826885303414437,3.574912047212047,0.14853750047019007,4.02360033110565,0.10778454314824652,1.8961246865092516,1.22822873869586,0.5099510943821712,0.08769289502577368,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.47,10.673,0.267,32.551,0.267,5.2,5.54,0.2,59.164,7.805,3.268,0,0,0,0.003118081180811808,0.0035428571428571427,0.0421875,0.0030650154798761613,0.003,0.03682835820895522,0.007058179405294624,0.0003880255941499086,0.007375,0.0010999999999999996,0.004812546125461255,0.007657894736842105,0.1675,0.004731888544891641,0.0046,0.06170454545454547,0.009411635881058924,0.0038818584070796475,0.0095,0.004220000000000001
1732363295,1.2623239813129876,1.0679970554477363,0.08438467632885814,3.574912047212047,0.14853750047019007,4.02360033110565,0.10778454314824652,1.8961246865092516,1.22822873869586,0.5099510943821712,0.08769289502577368,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.47,10.673,0.267,32.551,0.267,5.2,5.54,0.2,59.164,7.805,3.268,0,0,0,0.003118081180811808,0.0035428571428571427,0.0421875,0.0030650154798761613,0.003,0.03682835820895522,0.007048531972597258,0.0003880255941499086,0.007375,0.0010999999999999996,0.004812546125461255,0.007657894736842105,0.1675,0.004731888544891641,0.0046,0.06170454545454547,0.009409706394519452,0.0038818584070796475,0.0095,0.004220000000000001
1732363296,1.287392225721503,1.0679970554477363,0.08608082231627258,3.574912047212047,0.14853750047019007,3.2613496117350067,0.10778454314824652,1.8961246865092516,1.22822873869586,0.5099510943821712,0.08769289502577368,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9351168,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.404,10.673,0.267,30.084,0.267,5.2,5.54,0.2,60.631,8.205,3.268,0,0,0,0.0031119402985074623,0.0035428571428571427,0.0421875,0.0030638826810936,0.003,0.03682835820895522,0.007038821055956411,0.0003866928183464092,0.007373817034700316,0.0010999999999999996,0.0048014925373134325,0.007657894736842105,0.1675,0.004732864825619244,0.0046,0.06170454545454547,0.009407764211191284,0.0038747787610619476,0.0095,0.004220000000000001
1732363297,1.5040946645109128,1.0679970554477363,0.08777696830368703,3.574912047212047,0.14853750047019007,3.9346700186819565,0.10778454314824652,1.9247637098325954,1.22822873869586,0.42458953077504896,0.08769289502577368,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9183232,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.404,10.673,0.267,30.084,0.267,5.2,5.54,0.2,60.631,8.205,3.268,0,0,0,0.0031119402985074623,0.0035428571428571427,0.0421875,0.003063734388475543,0.003,0.03682835820895522,0.007029046026679166,0.0003866928183464092,0.007373817034700316,0.0010999999999999996,0.0048014925373134325,0.007657894736842105,0.1675,0.004732844364992194,0.0046,0.06170454545454547,0.009405809205335833,0.0038747787610619476,0.0095,0.004220000000000001
1732363298,1.5040946645109128,1.0679970554477363,0.10176875924486667,,0.14853750047019007,3.9346700186819565,0.10778454314824652,1.9247637098325954,1.22822873869586,0.4160903458686795,0.08769289502577368,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33992704,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9183232,294318080,95039488,4632576,42348544,4653056,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.404,10.673,0.267,30.084,0.267,5.2,5.54,0.2,60.631,8.205,3.268,0,0,0,0.0031119402985074623,0.0035428571428571427,0.0421875,0.0030635860731394573,0.003,0.03682835820895522,0.007019206247743704,0.0003866928183464092,0.007373817034700316,0.0010999999999999996,0.0048014925373134325,0.007657894736842105,0.1675,0.004732823901230634,0.0046,0.06170454545454547,0.00940384124954874,0.0038747787610619476,0.0095,0.004220000000000001
1732363299,1.5040946645109128,1.0679970554477363,0.10176875924486667,3.582132568514977,0.14853750047019007,3.9346700186819565,0.10778454314824652,1.9247637098325954,1.22822873869586,0.5123813546284488,0.08646879869245441,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33988608,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9183232,294318080,95039488,4632576,42348544,4665344,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.404,10.673,0.267,30.084,0.267,5.2,5.54,0.2,60.631,8.205,3.268,0,0,0,0.0031119402985074623,0.0035428571428571427,0.0421875,0.003063437735080121,0.003,0.03682835820895522,0.007009301073660914,0.0003866928183464092,0.007373817034700316,0.0010999999999999996,0.0048014925373134325,0.007657894736842105,0.1675,0.004732803434333839,0.0046,0.06170454545454547,0.009401860214732183,0.0038747787610619476,0.0095,0.004220000000000001
1732363300,1.5040946645109128,1.0679970554477363,0.10176875924486667,3.582132568514977,0.14853750047019007,3.9346700186819565,0.10778454314824652,1.2305259290562298,1.22822873869586,0.5123813546284488,0.08646879869245441,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33988608,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9183232,294318080,95039488,4632576,42348544,4665344,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.404,10.673,0.267,30.084,0.267,5.2,5.54,0.267,60.631,8.205,3.268,0,0,0,0.0031119402985074623,0.0035428571428571427,0.0421875,0.0030632893742923114,0.003,0.03682835820895522,0.006944444444444445,0.0003866928183464092,0.007373817034700316,0.0010999999999999996,0.0048014925373134325,0.007657894736842105,0.1675,0.004732782964301091,0.0046,0.06170454545454547,0.00938888888888889,0.0038747787610619476,0.0095,0.004220000000000001
1732363301,1.5040946645109128,0.7989130131690256,0.10176875924486667,3.582132568514977,0.14273037048487675,3.9346700186819565,0.10778454314824652,1.2634294514118698,1.22822873869586,0.5123813546284488,0.08646879869245441,87019520,336535552,115630080,40591360,10792960,407928832,8462336,33988608,43913216,68448256,13615104,2744320,332267520,82141184,8613888,23003136,9183232,294318080,95039488,4632576,42348544,4665344,4481024,303009792,6176768,15876096,75624448,,0,3,7,6,4,7,4,9,4,3,5,13,0,6,5,4,3,4,3,11,1,4,4,3,3,2,19,10,6.404,10.673,0.267,30.417,0.267,5.2,5.54,0.267,60.964,8.205,3.268,0,0,0,0.0031119402985074623,0.0035428571428571427,0.0421875,0.0030629961947888943,0.003,0.03682835820895522,0.006944444444444445,0.0003862131246237207,0.007373817034700316,0.0010999999999999996,0.0048014925373134325,0.007657894736842105,0.1675,0.004732458037954267,0.0046,0.06170454545454547,0.00938888888888889,0.003872203765227023,0.0095,0.004220000000000001
