time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,carts_mem,carts-db_mem,cartservice_mem,catalogue_mem,catalogue-db_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,front-end_mem,frontend_mem,frontend-check_mem,orders_mem,orders-db_mem,payment_mem,paymentservice_mem,productcatalogservice_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,recommendationservice_mem,redis_mem,session-db_mem,shipping_mem,shippingservice_mem,user_mem,user-db_mem,redis_diskio,adservice_socket,carts_socket,carts-db_socket,cartservice_socket,catalogue_socket,catalogue-db_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,front-end_socket,frontend_socket,frontend-check_socket,orders_socket,orders-db_socket,payment_socket,paymentservice_socket,productcatalogservice_socket,queue-master_socket,rabbitmq_socket,rabbitmq-exporter_socket,recommendationservice_socket,redis_socket,session-db_socket,shipping_socket,shippingservice_socket,user_socket,user-db_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732274489,1.539190155670868,1.2037498786690939,0.17502658000797194,4.908034029806771,0.1653030517341953,3.335639191384848,0.48336860788614855,2.1236755933470377,1.171179426845972,0.5425023980883567,0.13481384579514677,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23769088,8855552,281759744,92147712,4636672,42430464,3301376,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,6.267,9.267,0.2,29.933,0.133,5.333,5.067,0.067,55,7.4,2.667,0,,0,0.0038910891089108915,0.003304767026466408,0.041462190007816487,0.0032527881040892194,0.003,0.038527397260273974,0.007666666666666667,0.0011349905033238364,0.004955555555555556,0.0016279069767441865,0.008377777777777776,0.006220959595959601,0.17354174941631229,0.006541666666666673,0.0046,0.10652173913043475,0.009800000000000001,0.004233835707502374,0.008988636363636364,0.004325581395348838
1732274490,1.539190155670868,1.2037498786690939,0.17502658000797194,4.908034029806771,0.16898379391964727,3.4913246530400297,0.4399582804568527,2.1236755933470377,1.3889699084985438,0.5425023980883567,0.13481384579514677,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,8855552,281759744,92147712,4636672,42430464,3301376,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,6.267,10.067,0.6,31.133,0.533,5.333,5.067,0.467,55.8,7.4,3.467,0,,0,0.0038910891089108915,0.0033131790036626057,0.043010148355712784,0.0032574229505574126,0.0030747336368626157,0.038527397260273974,0.007803714805358957,0.0011456562973054469,0.004955555555555556,0.0017722958278783341,0.008377777777777776,0.006366344191919195,0.20019700296885948,0.006701971706695388,0.004734520546352708,0.10652173913043475,0.01172723599287049,0.004237632093965581,0.008988636363636364,0.004379750925344697
1732274491,1.539190155670868,1.2037498786690939,0.17502658000797194,4.908034029806771,0.17266453610509927,3.4913246530400297,0.4399582804568527,2.1236755933470377,1.324508295084148,0.5335067796610169,0.13481384579514677,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,8855552,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,6.267,10.067,0.6,31.133,0.533,5.333,5.067,0.733,55.8,7.4,3.467,0,,0,0.0038910891089108915,0.0033125271636922356,0.04283220361585401,0.003257392250514856,0.003070194376464847,0.038527397260273974,0.007669980951550954,0.0011456875754856555,0.004955555555555556,0.001776284304685296,0.008377777777777776,0.006357886363636364,0.19723912224872078,0.006700728236024955,0.004726349877636725,0.10652173913043475,0.013853956574581957,0.004237636041789003,0.008988636363636364,0.004377885758225205
1732274492,1.539190155670868,1.2037498786690939,0.17502658000797194,4.908034029806771,0.17634527829055124,3.49132465304003,0.4399582804568527,1.9982905159792896,1.324508295084148,0.5335067796610169,0.13481384579514677,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.067,0.6,31.133,0.533,5.333,5.067,0.733,55.8,7.4,3.467,0,,0,0.003893401015228426,0.003310257460074259,0.04254314596914441,0.0032573615753942746,0.003048319199659914,0.038527397260273974,0.007623289179172934,0.0011460539653706104,0.004955555555555556,0.0017727714333552523,0.008380681818181818,0.006325058080808085,0.1886819770909941,0.006699485422870421,0.004686974559387846,0.10652173913043475,0.010354818096156125,0.004237707013206089,0.008988636363636364,0.004362600020816096
1732274493,1.539190155670868,1.2037498786690939,0.14520526634179126,4.908034029806771,0.18002602047600327,3.49132465304003,0.4399582804568527,1.9982905159792896,1.324508295084148,0.5335067796610169,0.07359635519043213,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.067,0.6,30.533,0.667,5.333,5.067,0.733,55.8,7.4,3.467,0,,0,0.003893401015228426,0.0033079922074338917,0.04236652941235691,0.0032606662719359344,0.003082932987034624,0.038527397260273974,0.007570450680016588,0.0011465570028334402,0.004955555555555556,0.001770833333333334,0.008380681818181818,0.006292229797979796,0.1804758501555465,0.0068568337567258865,0.004749279376662324,0.10652173913043475,0.009914299279416802,0.004237805315390443,0.008988636363636364,0.004354166666666666
1732274494,1.539190155670868,1.2037498786690939,0.14520526634179126,4.908034029806771,0.18370676266145522,3.49132465304003,0.4399582804568527,1.9982905159792896,1.324508295084148,0.5335067796610169,0.07573844616658512,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.067,0.6,30.533,0.667,5.333,5.067,0.733,55.8,7.4,3.467,0,,0,0.003893401015228426,0.003305731392691148,0.042193433603444665,0.003260634246636191,0.003060081756193285,0.038527397260273974,0.007519407094075666,0.0011470597673885988,0.004955555555555556,0.001770833333333334,0.008380681818181818,0.006259401515151515,0.17360728671233183,0.006855550349877088,0.004708147161147914,0.10652173913043475,0.009823445660136588,0.004237903564243937,0.008988636363636364,0.004354166666666666
1732274495,1.539190155670868,1.2037498786690939,0.1223299916954713,4.908034029806771,0.2208445311271195,3.49132465304003,0.4399582804568527,1.9982905159792896,1.324508295084148,0.5335067796610169,0.0778805371427381,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.067,0.6,30.533,0.667,5.333,5.067,0.733,55.8,7.4,3.467,0,,0,0.003893401015228426,0.0033034750028172405,0.042023754305282796,0.0032603108134059166,0.003037582956402255,0.038527397260273974,0.007475223317586861,0.0011475622592581123,0.004955555555555556,0.001770833333333334,0.008380681818181818,0.0062265732323232344,0.16926078765587152,0.006840187471155081,0.004667649321524059,0.10652173913043475,0.009745509635619048,0.00423800175980996,0.008988636363636364,0.004354166666666666
1732274496,1.575961317161458,1.2037498786690939,0.1199099039231081,4.908034029806771,0.2208445311271195,3.49132465304003,0.4399582804568527,2.0374245076416098,1.324508295084148,0.5335067796610169,0.08002262811889108,84049920,330530816,136704000,39927808,11374592,418525184,8224768,35360768,43880448,71708672,12828672,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.067,0.6,30.533,0.667,5.333,5.067,0.733,55.8,7.4,3.467,0,,0,0.003893401015228426,0.003301223024834333,0.04191176470588235,0.0032593935004214597,0.00302042965213641,0.038527397260273974,0.0074501183290037526,0.0011480644786637662,0.004955555555555556,0.001770833333333334,0.008380681818181818,0.006193744949494953,0.16564139032769445,0.006805750604796479,0.004636773373845537,0.10652173913043475,0.009704004114786358,0.0042380999021318505,0.008988636363636364,0.004354166666666666
1732274497,1.575961317161458,1.2037498786690939,0.16320899033518405,4.908034029806771,0.2208445311271195,3.331356947751787,0.4399582804568527,2.0374245076416098,1.324508295084148,0.5335067796610169,0.08216471909504407,84049920,330530816,136704000,39927808,11374592,418525184,8507392,35360768,43880448,71708672,13819904,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.2,0.6,30.533,0.667,5.333,5.067,0.733,55.8,7.4,3.333,0,,0,0.003893401015228426,0.0033122132153038356,0.04191176470588235,0.003258476931690182,0.003003562745548816,0.038527397260273974,0.007425373455470796,0.001148482356530956,0.004955555555555556,0.0017157894736842105,0.008380681818181818,0.006303242647058825,0.16375000000000003,0.006777514282201361,0.004606412941987868,0.10652173913043475,0.00966309396417926,0.004238046666519835,0.008988636363636364,0.004343157894736842
1732274498,1.575961317161458,1.2037498786690939,0.16320899033518405,4.908034029806771,0.2208445311271195,3.331356947751787,0.4399582804568527,2.0374245076416098,1.324508295084148,0.5335067796610168,0.08430681007119706,84049920,330530816,136704000,39927808,11374592,418525184,8507392,35360768,43880448,71708672,13819904,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.333,10.2,0.6,30.533,0.667,4.8,5.067,0.733,55.8,7.4,3.333,0,,0,0.003893401015228426,0.003310502283105023,0.04191176470588235,0.003257561106306687,0.003,0.03900547445255474,0.007418111090073499,0.0011484421228934194,0.004955555555555556,0.0017157894736842105,0.008380681818181818,0.006279411764705882,0.16375000000000003,0.006748774304128243,0.004600000000000001,0.12357142857142885,0.009655748145343134,0.0042371692666795385,0.008988636363636364,0.004343157894736842
1732274499,1.575961317161458,1.2037498786690939,0.16320899033518405,4.908034029806771,0.2208445311271195,3.331356947751787,0.1427130360090933,2.0374245076416098,1.324508295084148,0.5335067796610168,0.08644890104735004,84049920,330530816,136704000,39927808,11374592,418525184,8507392,35360768,43880448,71708672,13819904,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.467,10,0.667,29.867,0.667,4.8,5,0.733,53.667,7.333,3.067,0,,0,0.0038000000000000004,0.0032983682983682987,0.04191176470588235,0.003260169182526721,0.003,0.039375,0.007414402353468436,0.0011353159851301114,0.004854748603351956,0.0016593406593406591,0.008250000000000002,0.006148437500000005,0.16375000000000003,0.007097192350013309,0.004600000000000001,0.13663461538461558,0.009655253647129125,0.004229442379182156,0.008960843373493977,0.004331868131868132
1732274500,1.575961317161458,1.2037498786690939,0.16320899033518405,4.358902286674209,0.2208445311271195,3.342459261776902,0.14568927800758327,2.0374245076416098,1.324508295084148,0.5335067796610168,0.08859099202350303,84049920,330530816,136704000,39927808,11374592,418525184,8507392,35037184,43880448,71708672,13819904,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.467,10,0.667,29.867,0.667,4.8,5,0.733,53.667,7.333,3.067,0,,0,0.0038000000000000004,0.0032983682983682987,0.04191176470588235,0.003259970457902511,0.003,0.039375,0.007410682946757887,0.0011353159851301114,0.004854748603351956,0.0016593406593406591,0.008250000000000002,0.006148437500000005,0.16375000000000003,0.007090909090909099,0.004600000000000001,0.13663461538461558,0.009654757726234387,0.004229442379182156,0.008960843373493977,0.004331868131868132
1732274501,1.575961317161458,1.0241102717757096,0.16320899033518405,4.358902286674209,0.2208445311271195,3.342459261776902,0.14866552000607325,2.0374245076416098,1.324508295084148,0.5335067796610168,0.07549906750000002,84049920,330530816,136704000,39927808,11374592,418525184,8507392,35037184,43880448,71708672,13819904,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.467,10,0.667,29.867,0.667,4.8,5,0.733,53.667,7.333,3.067,0,,0,0.0038000000000000004,0.0032983682983682987,0.04191176470588235,0.003259970457902511,0.003,0.039375,0.007406952823828375,0.0011353159851301114,0.004854748603351956,0.0016593406593406591,0.008250000000000002,0.006148437500000005,0.16375000000000003,0.007090909090909099,0.004600000000000001,0.13663461538461558,0.00965426037651045,0.004229442379182156,0.008960843373493977,0.004331868131868132
1732274502,1.4510834987459693,1.0040477737978912,0.16320899033518405,4.190561294697025,0.18320250098204832,3.342459261776902,0.17857451990939868,2.0374245076416098,1.324508295084148,0.5175479894883486,0.07549906750000002,84553728,330530816,136704000,39927808,11374592,418525184,8507392,35037184,43880448,71708672,13819904,593920,335040512,99627008,10842112,23728128,9207808,281759744,92147712,4636672,42467328,3436544,3252224,303620096,6361088,16195584,103333888,0,3,6,7,5,6,4,9,3,3,5,14,0,5,5,4,3,4,3,11,1,4,4,3,3,2,19,9,5.467,10,0.667,29.867,0.667,4.8,5,0.733,53.667,7.333,3.067,0,,0,0.0038000000000000004,0.0032983682983682987,0.04191176470588235,0.003259970457902511,0.003,0.039375,0.007403211938300317,0.0011353159851301114,0.004854748603351956,0.0016593406593406591,0.008250000000000002,0.006148437500000005,0.16375000000000003,0.007090909090909099,0.004600000000000001,0.13663461538461558,0.009653761591773377,0.004229442379182156,0.008960843373493977,0.004331868131868132
