time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,redis_diskio,adservice_socket,cartservice_socket,checkoutservice_socket,currencyservice_socket,emailservice_socket,frontend_socket,paymentservice_socket,productcatalogservice_socket,recommendationservice_socket,redis_socket,shippingservice_socket,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1732372552,0.29556909686220884,0.9633529466605848,0.21278102130656626,2.516391815036174,0.17428154081879527,3.5581848357710966,0.09836054323652992,1.5958789791622634,1.1849247663085762,0.5193848512743756,0.1049897161670701,93999104,52928512,11137024,41242624,43683840,15568896,32714752,10309632,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.733,10,0.4,28.733,0.267,4.667,4.8,0.2,57.467,7.6,2.533,0,0,0,0.002677130044843049,0.0032913580246913578,0.0375,0.0029034175334323926,0.003,0.03594213649851632,0.0035,0.0003731863029599536,0.007249190938511327,0.0004968354430379746,0.00453542600896861,0.00606779661016949,0.0475,0.0045997028231797915,0.0046,0.04890949554896143,0.0075,0.0037882214369846885,0.009449838187702266,0.004236363636363636
1732372553,0.29556909686220884,1.012489913742649,0.19518947787082658,2.516391815036174,0.17428154081879527,3.5581848357710966,0.12343494774843305,1.5958789791622634,1.1849247663085762,0.5193848512743756,0.08111170111813405,93999104,52928512,11227136,41242624,43683840,15568896,33189888,10309632,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.733,10,0.4,28.733,0.267,4.667,4.8,0.2,57.467,7.6,2.533,0,0,0,0.002677130044843049,0.0032913580246913578,0.0375,0.0029034175334323926,0.003,0.03594213649851632,0.0035,0.0003731863029599536,0.007249190938511327,0.0004968354430379746,0.00453542600896861,0.00606779661016949,0.0475,0.0045997028231797915,0.0046,0.04890949554896143,0.0075,0.0037882214369846885,0.009449838187702266,0.004236363636363636
1732372554,0.2927395485290554,1.012489913742649,0.19518947787082658,2.516391815036174,0.17428154081879527,3.4622616699227504,0.12343494774843305,1.5958789791622634,1.1849247663085762,0.5193848512743756,0.0689348025000003,93999104,52928512,11227136,41242624,43683840,16248832,33189888,10309632,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.733,10,0.4,28.733,0.267,4.667,4.8,0.2,57.467,7.6,2.533,0,0,0,0.002677130044843049,0.0032913580246913578,0.0375,0.0029034175334323926,0.003,0.03594213649851632,0.0035,0.0003731863029599536,0.007249190938511327,0.0004968354430379746,0.00453542600896861,0.00606779661016949,0.0475,0.0045997028231797915,0.0046,0.04890949554896143,0.0075,0.0037882214369846885,0.009449838187702266,0.004236363636363636
1732372555,0.2927395485290554,1.012489913742649,0.19518947787082658,2.516391815036174,0.17428154081879527,3.4622616699227504,0.12343494774843305,1.5958789791622634,0.9587353896096303,0.5193848512743756,0.0689348025000003,93999104,52928512,11227136,41242624,43683840,16248832,33189888,10309632,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.733,10,0.4,28.733,0.267,4.667,4.8,0.467,57.467,7.6,2.533,0,0,0,0.002677130044843049,0.0032913580246913578,0.0375,0.0029034175334323926,0.003,0.03594213649851632,0.0034705882352941177,0.0003731863029599536,0.007249190938511327,0.0004968354430379746,0.00453542600896861,0.00606779661016949,0.0475,0.0045997028231797915,0.0046,0.04890949554896143,0.007375000000000001,0.0037882214369846885,0.009449838187702266,0.004236363636363636
1732372556,0.2927395485290554,1.012489913742649,0.19518947787082658,2.516391815036174,0.17428154081879527,3.4622616699227504,0.12343494774843305,1.5462565004993962,0.9784378271924793,0.5182153449582985,0.0689348025000003,93999104,52928512,11227136,41242624,43683840,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.733,10.267,0.533,28.6,0.533,4.667,4.8,0.6,57.2,7.6,2.8,0,0,0,0.002677130044843049,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03594213649851632,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0010253164556962024,0.00453542600896861,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04890949554896143,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.004245569620253165
1732372557,0.2927395485290554,1.012489913742649,0.19518947787082658,2.516391815036174,0.17445360251964048,3.4622616699227504,0.12343494774843305,1.5462565004993962,0.9981402647753287,0.5182153449582985,0.11463297812039476,93999104,52928512,11227136,41242624,43704320,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.733,10.267,0.533,28.6,0.533,4.667,4.8,0.6,57.2,7.6,2.8,0,0,0,0.002677130044843049,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03594213649851632,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0010253164556962024,0.00453542600896861,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04890949554896143,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.004245569620253165
1732372558,0.2927395485290554,0.863150463937591,0.19518947787082658,2.516391815036174,0.17445360251964048,3.4622616699227504,0.12343494774843305,1.5462565004993962,1.1821462549709532,0.5182153449582985,0.11463297812039476,93999104,52928512,11227136,41242624,43704320,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.8,10.267,0.533,28.6,0.533,4.667,4.8,0.6,57.2,7.6,2.8,0,0,0,0.0025288461538461537,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03594213649851632,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0010253164556962024,0.004505769230769232,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04890949554896143,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.004245569620253165
1732372559,0.2927395485290554,0.84627563204188,0.19518947787082658,2.516391815036174,0.17445360251964048,3.4622616699227504,0.12343494774843305,1.5462565004993962,1.1821462549709532,0.5182153449582985,0.11463297812039476,93999104,52928512,11227136,41242624,43704320,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.8,10.267,0.533,28.6,0.533,5.8,4.8,0.6,57.2,7.6,2.8,0,0,0,0.0025288461538461537,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03590029761904762,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0010253164556962024,0.004505769230769232,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04896577380952381,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.004245569620253165
1732372560,0.2927395485290554,0.8294008001461693,0.19518947787082658,2.516391815036174,0.16871477875099525,2.4328477282922316,0.10227226853147171,1.5462565004993962,1.1821462549709532,0.5182153449582985,0.11463297812039476,93999104,52928512,11227136,41242624,43704320,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.8,10.267,0.533,28.6,0.533,5.8,4.8,0.6,57.2,7.6,3.467,0,0,0,0.0025288461538461537,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03590029761904762,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0004938271604938272,0.004505769230769232,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04896577380952381,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.00423076923076923
1732372561,0.2927395485290554,0.8125259682504585,0.19518947787082658,2.516391815036174,0.16871477875099525,2.4854092127294987,0.10227226853147171,1.5462565004993962,1.1821462549709532,0.5182153449582985,0.11463297812039476,93999104,52928512,11227136,41242624,43704320,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.8,10.267,0.533,28.6,0.533,5.8,4.8,0.6,57.2,7.6,3.467,0,0,0,0.0025288461538461537,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03590029761904762,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0004938271604938272,0.004505769230769232,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04896577380952381,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.00423076923076923
1732372562,0.2927395485290554,0.9979051935755979,0.19518947787082658,2.516391815036174,0.16871477875099525,2.5379706971667657,0.10227226853147171,1.5462565004993962,0.9847229047814081,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44171264,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.8,10.267,0.533,28.6,0.533,5.8,4.8,0.6,57.2,7.6,3.467,0,0,0,0.0025288461538461537,0.0032899262899262894,0.0375,0.0029037749814951885,0.003,0.03590029761904762,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0004938271604938272,0.004505769230769232,0.006050847457627114,0.0475,0.004599703923019985,0.0046,0.04896577380952381,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.00423076923076923
1732372563,0.2927395485290554,0.9979051935755979,0.19518947787082658,2.516391815036174,0.16871477875099525,2.5905321816040328,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,5.8,10.267,0.533,32.4,0.533,5.8,4.8,0.6,57.2,7.6,3.467,0,0,0,0.0025288461538461537,0.0032899262899262894,0.0375,0.002921965317919075,0.003,0.03590029761904762,0.003444444444444445,0.00037354988399071937,0.007249190938511327,0.0004938271604938272,0.004505769230769232,0.006050847457627114,0.0475,0.004605202312138729,0.0046,0.04896577380952381,0.007250000000000002,0.003790610328638498,0.009449838187702266,0.00423076923076923
1732372564,0.2927395485290554,0.9339606430883199,0.19518947787082658,1.935830426158543,0.16871477875099525,2.6430936660413,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,11.067,0.467,34.467,0.533,5.8,5.667,0.6,59.867,8,3.333,0,0,0,0.0025450236966824643,0.003278846153846154,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.003444444444444445,0.00037155172413793106,0.0072516025641025635,0.0004969135802469135,0.0045241706161137435,0.005913793103448275,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007250000000000002,0.003780591715976332,0.009450320512820513,0.004195
1732372565,0.2927395485290554,0.9339606430883199,0.19518947787082658,1.9746207362709274,0.16871477875099525,3.1536890662360206,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.6,59.867,8,3.333,0,0,0,0.0025450236966824643,0.0032766990291262133,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.003444444444444445,0.00037155172413793106,0.0072516025641025635,0.0004969135802469135,0.0045241706161137435,0.0058859649122807,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007250000000000002,0.003780591715976332,0.009450320512820513,0.004195
1732372566,0.2927395485290554,0.9339606430883199,0.19518947787082658,2.3274186067430636,0.16871477875099525,3.1536890662360206,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.6,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032766990291262133,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.003444444444444445,0.0003685640732265446,0.00719672131147541,0.0004969135802469135,0.0045241706161137435,0.0058859649122807,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007250000000000002,0.003759903381642511,0.009439344262295082,0.004195
1732372567,0.2927395485290554,0.9339606430883199,0.19518947787082658,2.3274186067430636,0.16871477875099525,3.1536890662360206,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.6,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032766990291262133,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.003444444444444445,0.0003685640732265446,0.00719672131147541,0.0004969135802469135,0.0045241706161137435,0.0058859649122807,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007250000000000002,0.003759903381642511,0.009439344262295082,0.004195
1732372568,0.2927395485290554,0.9339606430883199,0.11305947045941771,2.3274186067430636,0.16871477875099525,3.1536890662360206,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11227136,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.6,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032766990291262133,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.003444444444444445,0.0003685640732265446,0.00719672131147541,0.0004969135802469135,0.0045241706161137435,0.0058859649122807,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007250000000000002,0.003759903381642511,0.009439344262295082,0.004195
1732372569,0.2927395485290554,0.9339606430883199,0.11221604659796489,1.9441315525225928,0.16871477875099525,3.1536890662360206,0.10227226853147171,1.5462565004993962,1.197494602523355,0.5182153449582985,0.11463297812039476,93999104,52957184,11329536,41242624,43704320,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.6,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032766990291262133,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.003444444444444445,0.0003685640732265446,0.00719672131147541,0.0004969135802469135,0.0045241706161137435,0.0058859649122807,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007250000000000002,0.003759903381642511,0.009439344262295082,0.004195
1732372570,0.2345539040145491,0.9339606430883199,0.11490327681415698,1.9053412424102085,0.16969496848739482,3.1536890662360206,0.10227226853147171,1.1930153440848776,1.197494602523355,0.4103312142862481,0.11463297812039476,93999104,52957184,11329536,41242624,43708416,16248832,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.533,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032766990291262133,0.0375,0.002925978647686832,0.003,0.03568313953488372,0.0035333333333333336,0.0003685640732265446,0.00719672131147541,0.0004969135802469135,0.0045241706161137435,0.0058859649122807,0.0475,0.0046102491103202844,0.0046,0.04882267441860465,0.007625000000000001,0.003759903381642511,0.009439344262295082,0.004195
1732372571,0.22967491153906483,0.9339606430883199,0.11759050703034905,1.8665509322978244,0.16969496848739482,3.1674647098501465,0.10227226853147171,1.2033171037696344,1.197494602523355,0.34558169000000305,0.11463297812039476,93999104,52957184,11329536,41242624,43708416,16113664,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.533,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032794117647058823,0.0375,0.002925287356321839,0.003,0.03568313953488372,0.003266666666666667,0.0003678325688073394,0.00719672131147541,0.00048456790123456797,0.0045241706161137435,0.005921052631578945,0.0475,0.004610344827586207,0.0046,0.04882267441860465,0.0057500000000000094,0.0037546894031668704,0.009439344262295082,0.004173684210526316
1732372572,0.2247959190635806,0.9528559871224314,0.12027773724654113,1.8277606221854397,0.16969496848739482,3.1674647098501465,0.08386581700252009,1.1798506807975238,1.197494602523355,0.34558169000000305,0.11463297812039476,93999104,52957184,11329536,41242624,43708416,16113664,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.533,10.4,0.467,34.467,0.533,5.8,5.667,0.533,56.467,7.6,3.333,0,0,0,0.0025450236966824643,0.0032794117647058823,0.0375,0.002925287356321839,0.003,0.03568313953488372,0.003266666666666667,0.0003678325688073394,0.00719672131147541,0.00048456790123456797,0.0045241706161137435,0.005921052631578945,0.0475,0.004610344827586207,0.0046,0.04882267441860465,0.0057500000000000094,0.0037546894031668704,0.009439344262295082,0.004173684210526316
1732372573,0.23780105509481475,0.9528559871224314,0.12296496746273321,1.7889703120730553,0.12832875588941905,3.1674647098501465,0.08216127919366224,1.156384257825413,1.197494602523355,0.41461182705524485,0.09851338123671588,93999104,52957184,11329536,41242624,43708416,16113664,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.467,10.4,0.467,34.467,0.533,5.8,5.667,0.533,56.467,7.6,3.333,0,0,0,0.002435406698564593,0.0032794117647058823,0.0375,0.002925287356321839,0.003,0.03568313953488372,0.003266666666666667,0.0003678325688073394,0.00719672131147541,0.00048456790123456797,0.004502392344497608,0.005921052631578945,0.0475,0.004610344827586207,0.0046,0.04882267441860465,0.0057500000000000094,0.0037546894031668704,0.009439344262295082,0.004173684210526316
1732372574,0.23260225192712644,0.9528559871224314,0.12565219767892527,1.7501800019606712,0.13122956187258816,3.1674647098501465,0.08045674138480438,1.1329178348533022,1.1836265352985293,0.406201978786096,0.09851338123671588,93999104,52957184,11329536,41242624,43708416,16113664,33189888,10461184,44199936,4562944,7077888,0,3,4,9,4,3,16,3,4,4,4,2,6.467,10.4,0.467,34.467,0.533,5.067,5.667,0.533,56.467,7.6,3.333,0,0,0,0.002435406698564593,0.0032794117647058823,0.0375,0.002925287356321839,0.003,0.03563179347826088,0.003266666666666667,0.0003678325688073394,0.00719672131147541,0.00048456790123456797,0.004502392344497608,0.005921052631578945,0.0475,0.004610344827586207,0.0046,0.04859375,0.0057500000000000094,0.0037546894031668704,0.009439344262295082,0.004173684210526316
